Song,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,ratings
The Mind's Eye,1igVdCr2mrzwu2lHxUbJWn,0.000708,0.376,331179,0.546,0.777,7,0.359,-12.678,0.0362,115.995,0.305,1
Pour Les Oiseaux,4NFa9tjhONF6lnu4SRbfG9,0.965,0.376,76773,0.0879,0.944,0,0.099,-19.815,0.0423,70.433,0.308,1
Laugavegur,4nZSgFwgYUOyWcBX61JY6j,0.54,0.515,188795,0.408,0.769,7,0.0916,-12.688,0.0385,115.002,0.308,1
Kinky Love,3Uz3K1Ctq6MOIDqRddKHXo,0.133,0.376,244240,0.277,0,1,0.0643,-18.291,0.0357,178.814,0.309,1
Somebody - Josef Bamba Remix Radio Edit,5riuN21I50r717iOmCJ7Kr,0.00162,0.67,227404,0.88,0,4,0.261,-6.419,0.044,121.004,0.312,1
Angel's Song,5hXTMmVXz1Ablgu34BkTz1,0.894,0.693,197243,0.195,0.0325,11,0.126,-15.278,0.0446,116.725,0.315,1
Sun In Our Eyes - Don Diablo Remix,1Cfws8y490Zpsqsyeme6V1,0.0589,0.699,206452,0.861,2.64E-06,4,0.0794,-3.09,0.173,125.942,0.315,1
Lunar Eclipse,0n2X57zaddr0ODIxUb64Sx,0.224,0.632,156473,0.469,0.854,11,0.0902,-10.513,0.0307,128,0.316,1
Dolerme,2reL9PAUza4PUtbjqW1fRf,0.785,0.545,143975,0.478,0.00278,8,0.123,-7.035,0.0559,173.746,0.318,1
I Can't Help (with Sarcastic Sounds),1OdYu7mDO94ydUvfZPaPvP,0.393,0.714,121250,0.4,0.000718,2,0.109,-8.264,0.0618,81.974,0.318,1
Black Car,7ESnexsnylx85YfT6ZiSun,0.344,0.407,251160,0.549,0.901,9,0.111,-10.244,0.0293,77.473,0.32,1
Adjustments,6w0vhPaZBYjhrDobs3QE14,0.974,0.532,182000,0.541,0.864,0,0.228,-11.932,0.0283,136.063,0.329,1
All of Me,3U4isOIWM3VvDubwSI3y7a,0.922,0.422,269560,0.264,0,8,0.132,-7.064,0.0322,119.93,0.331,1
Children Of Today,2106G7MY2XnVyqij2bJVGH,0.00892,0.507,169384,0.836,0.000598,6,0.485,-4.357,0.038,130.027,0.333,1
Sinking Man - The Walking Dead Soundtrack,5Hd6DPGjqihEnWSiGRzqr6,0.905,0.684,166560,0.0646,1.86E-05,10,0.0789,-18.052,0.0522,95.99,0.334,1
Sunspots,2yNeqUczAqpKSo8vFF00CR,0.00565,0.379,283230,0.499,0.125,4,0.077,-13.923,0.0411,155.993,0.335,1
South Beach,4GQVsXO7jkxg43UmAd1Tbb,0.0303,0.501,201951,0.887,2.64E-05,1,0.114,-3.941,0.0424,123.052,0.336,1
Waiting For Tomorrow (feat. Mike Shinoda),27YP211Rr8RezhiFVDLFI8,0.00731,0.507,247504,0.887,0,5,0.562,-4.084,0.141,128.015,0.336,1
Home,3Qsp2uAtcDCrrlknJtUPj8,0.00851,0.544,189834,0.932,0.00811,10,0.157,-5.816,0.0679,125.954,0.337,1
She Remembers (Piano Solo),2UaXTR0Xv4SCDQ6wIlVNxC,0.996,0.619,122537,0.0203,0.944,6,0.0812,-26.572,0.0369,135.86,0.337,1
Beautiful Life,2s25Z079T5KRzfqEQRMQQ4,0.127,0.732,161463,0.52,0.0347,2,0.139,-6.684,0.0376,119.979,0.339,1
Siren Song - Radio Edit,1uGXhKyK50NIXNqBKN73DS,0.00891,0.71,207301,0.705,0.16,7,0.177,-7.417,0.0345,119.986,0.34,1
Mudshovel,6264zKFgXM13JuRBX4MMyD,0.000224,0.328,282093,0.826,0.000944,6,0.0818,-5.085,0.0362,106.606,0.341,1
"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,0.432,0.601,281613,0.532,6.25E-06,10,0.0925,-9.119,0.0286,136.571,0.341,1
Trying My Best,06qUEhhx6jKQmhj2qAkn4H,0.95,0.561,222467,0.0587,0,5,0.0828,-17.819,0.0762,143.027,0.342,1
The Message,3oLJlBI7OveRtPOuMe4oaM,0.00278,0.64,292480,0.695,0.611,5,0.337,-9.919,0.0326,117.999,0.343,1
Guernica,7lUjs7bf1fjKI8HKhbNp6z,0.127,0.382,203173,0.907,5.65E-06,10,0.0915,-6.383,0.295,183.35,0.346,1
Blame,3TSZpRzSEKL1dFfpd1JDoF,0.619,0.612,180937,0.68,0,0,0.0786,-4.925,0.0346,127.909,0.346,1
The Choice,2IXJyG1DX93g2EhFXghz37,0.909,0.303,102373,0.00338,0.89,4,0.116,-30.932,0.0493,50.96,0.347,1
Feels Like Flying,3mMd2MGvEIDAfMfvcb9wsC,0.882,0.416,198077,0.11,0.873,11,0.116,-13.776,0.0423,120.024,0.347,1
Human Connection,1V17xHHZgIgZ6H14rinHdi,0.0938,0.6,328040,0.882,0.912,5,0.0542,-8.394,0.0311,120.008,0.347,1
Don’t Delete The Kisses,1LomCMl5wD3MPVlC6smUHe,0.0011,0.604,275226,0.789,0.828,5,0.368,-6.259,0.0273,122.032,0.348,1
Darkest Hour,36I7pi5g6XZJm3bcgqmLyE,0.612,0.694,179520,0.359,0.738,9,0.137,-16.105,0.0408,125.077,0.348,1
Getting Away With Murder,3YQopTaSSgLSSuzYBZ9bLf,0.000115,0.544,191239,0.97,3.34E-05,1,0.238,-3.78,0.0532,103.909,0.349,1
Ring The Alarm - Stadiumx Remix,3LmiKN6q3OwFD3sV8rhkk2,0.00032,0.625,173333,0.994,0.0461,1,0.767,-1.689,0.0501,125.032,0.35,1
Prayer Of The Refugee,3wTyLh0vhP3dN5yv0Mti17,0.00131,0.198,199386,0.977,4.62E-05,3,0.23,-3.499,0.173,195.795,0.351,1
I Stand Alone,6pGJTJaExyKwwXBmcoyVlY,4.51E-05,0.211,243840,0.921,0,0,0.1,-4.468,0.0729,171.9,0.351,1
Expedition,2MlnLVsrTJmHmdpzJQcQ6w,0.00288,0.639,150947,0.974,0.596,7,0.349,-4.13,0.057,130,0.353,1
"Murder Song (5, 4, 3, 2, 1) - Acoustic",6MM22AtXB7I5gfTErMF0mJ,0.902,0.398,218666,0.0887,1.76E-06,9,0.0873,-13.683,0.0334,74.797,0.356,1
Never My Love,4zRkmGHVgGGnJMhemMXD6I,0.666,0.764,206584,0.245,0.787,8,0.0967,-16.201,0.0383,101.968,0.356,1
Anthem of Our Dying Day,4sPJgy0CksvmXp9jC0W4gv,0.0211,0.388,216026,0.8,0,9,0.212,-6.33,0.0783,194.744,0.357,1
Fields After Rain,3OjwAIOhan5AIGS2p6fJrt,0.973,0.474,176000,0.161,0.907,5,0.113,-20.952,0.043,82.892,0.357,1
Easily,2k9N4caeCIJLOWwWwssrEM,0.491,0.772,210240,0.256,0.00612,7,0.144,-8.545,0.0481,118.902,0.357,1
Ambre,0suQ6B8Bsp0tFuCXx652Az,0.992,0.391,227639,0.0576,0.947,10,0.117,-25.585,0.0342,145.569,0.359,1
Thirteen Thirty-Five,3N2vr4m44BBZiVCZ0O4bnf,0.786,0.67,223085,0.293,0,5,0.215,-10.56,0.0486,66.974,0.36,1
Bruises,4Of7rzpRpV1mWRbhp5rAqG,0.946,0.736,220492,0.308,0,4,0.186,-7.83,0.0677,111.202,0.361,1
The Dazzler,12oa6kHYN9FamPdcpSM54i,0.343,0.775,281567,0.218,0.00596,9,0.0866,-11,0.0461,133.036,0.361,1
Stay Home,5NRWr6U9kBI3NP7Hr7fyy8,0.992,0.234,176000,0.174,0.942,9,0.148,-21.752,0.0376,66.301,0.362,1
The A Team,2vBF8A6n0REigm7RSUM65S,0.678,0.626,258588,0.286,0,9,0.134,-9.933,0.0374,84.954,0.366,1
On My Way (feat. Jordan Kaahn),0kDTkI3VN3LEObv3v3ehhY,0.0188,0.661,218000,0.93,0.00146,7,0.0919,-4.208,0.0617,122.052,0.367,1
Dear Diary,5AqPW3fH2H4ORBYTVwfHep,0.587,0.474,216933,0.41,3.97E-06,7,0.114,-9.373,0.0644,125.085,0.37,1
Toxic,34ccBqL3xNaCzPxr0UqoEw,3.01E-05,0.555,200240,0.98,4.38E-05,8,0.0661,-6.063,0.154,143.005,0.37,1
Always,7kpa6MWRrPaF3b6C0DgioK,0.0122,0.363,231200,0.906,0,1,0.172,-4.415,0.0615,181.964,0.371,1
Humans (Let Me Love You),1IB1GFSTgmeecjscmAJ0lW,0.21,0.584,161048,0.835,1.49E-06,7,0.126,-3.663,0.0584,128.106,0.371,1
Swerve City,2OUR8g12h5qsGDs1v5lqvp,0.0001,0.457,164986,0.964,0.00811,10,0.67,-2.963,0.0656,111.972,0.372,1
Go With The Flow,45DElIx0dXqUH4A88yQFdE,0.0148,0.242,187120,0.992,0.113,4,0.833,-3.9,0.0988,159.37,0.374,1
Night Moves,6UBjSnyP1O5W5ndJoO9vUk,0.432,0.705,324422,0.743,0.0133,1,0.103,-6.631,0.042,118.552,0.374,1
Wish You Were Here - 2011 Remastered Version,1wHSxWBfPr3GO31y8KGrWe,0.735,0.481,334743,0.262,0.0114,7,0.832,-15.73,0.0414,122.883,0.375,1
Let's Go Crazy,0QeI79sp1vS8L3JgpEO7mD,0.0192,0.309,280000,0.93,0.0022,11,0.106,-6.399,0.125,195.815,0.376,1
I Took A Pill In Ibiza,1PiKcVhlmHPvL7IPjx9dJk,0.618,0.636,280800,0.319,1.70E-06,10,0.125,-10.065,0.0718,74.109,0.378,1
Good Vibrations - Remastered,2oF7FZHIJbzjeEXZ3D0Ku4,0.387,0.403,217746,0.495,8.03E-06,10,0.147,-6.888,0.0312,132.912,0.38,1
Trastevere,3rRL23xxAPJ75K3wGBKZIO,0.886,0.42,167613,0.272,0.834,4,0.0841,-14.843,0.0423,180.031,0.38,1
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,0.761,0.629,197732,0.327,2.96E-05,11,0.103,-8.285,0.029,74.953,0.381,1
Our Lady of Sorrows,46mPWQpvSFkXrr5nWoWW74,0.00099,0.271,125626,0.931,0,1,0.182,-6.81,0.0785,142.407,0.382,1
Shimmer,6DzbmjkVZpz1mrDobAoJI8,0.00192,0.263,213948,0.784,0,7,0.15,-6.514,0.054,114.671,0.385,1
Hunter,2NRZo1Y3T6UaVCz1i8dMqm,0.316,0.439,251693,0.454,0.000696,5,0.0901,-8.251,0.028,97.97,0.388,1
You Are Safe With Me,4t2XUVB63KvQWeAlAaaqAz,0.99,0.392,86125,0.039,0.949,9,0.1,-27.643,0.0312,99.731,0.389,1
La Luz,6iQ6AKHlGjQTrpZIqfOtyK,0.0463,0.559,303120,0.441,0.763,7,0.115,-13.862,0.0398,94.014,0.389,1
Someone New,2GkPTpFLY0NG8jrAHPoSnn,0.00297,0.655,182812,0.794,1.34E-05,6,0.1,-5.29,0.0765,127.957,0.389,1
Suds & Soda,0MaUnKwsHKRj4qjLDuBG66,8.51E-05,0.149,314200,0.79,0.000248,4,0.0903,-7.93,0.052,170.289,0.39,1
Valse Lente,6eTQcsb7NrdgPIZAHchT9k,0.996,0.366,145807,0.0518,0.909,3,0.179,-26.901,0.0402,182.774,0.39,1
Afterlife,4QdwsME04RG25KPHcPYoox,0.000444,0.492,351560,0.95,6.22E-05,2,0.22,-4.195,0.076,110.027,0.391,1
3 Corny Fuck,5YlHgqWo3Kt2mF88ubmR62,0.835,0.604,220520,0.179,0,2,0.162,-15.383,0.0339,124.982,0.391,1
Nowhere Kids,08EI81e55Lcqg2ZelJOXcG,0.000106,0.511,248413,0.914,0.00097,8,0.195,-5.31,0.0457,99.011,0.393,1
Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,0.0339,0.557,185733,0.54,0.00248,9,0.179,-10.484,0.0347,129.171,0.394,1
"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,0.743,0.601,285320,0.537,0.732,6,0.143,-9.464,0.0296,144.994,0.394,1
Enemy,3eqyYjMYUHGlmtCP4C4iSX,0.000181,0.572,183400,0.99,0.000295,1,0.118,-1.992,0.066,106.912,0.397,1
The Hunger,7AaSbMyCeUxcGsvCmzmfEJ,0.0402,0.436,299000,0.753,0.0204,4,0.148,-9.76,0.0359,89.968,0.399,1
Orbits,6jFX2sHOzh7tpIIOomlrqJ,0.855,0.438,204827,0.404,0.881,6,0.11,-13.924,0.039,116.142,0.4,1
Last Time,7v3tuzPub1Qd490tiVddwF,0.111,0.628,202480,0.587,0,7,0.156,-5.195,0.0441,140.01,0.4,1
Holy Water,7Ga9ZSdPAcQXQvd1ObVFpm,0.0653,0.587,176657,0.734,0.000571,9,0.398,-4.558,0.0407,125.848,0.401,1
Follow me,7d44sL4znFm5HZ6ltUVqbI,0.995,0.475,204624,0.109,0.948,2,0.127,-29.839,0.0303,99.008,0.405,1
Take Everything,2L93hpsnJ8scBHIQFZzh1b,0.0234,0.506,212238,0.823,0.000916,6,0.303,-5.272,0.0424,133.954,0.405,1
Better Than Today,6MLHg35rlksBc5OBcdZvJi,0.736,0.387,230353,0.234,0,0,0.084,-8.861,0.0373,78.65,0.408,1
Listening,528rajP3OyhornDwrsQrt4,0.000121,0.475,166226,0.907,0,0,0.034,-5.064,0.0941,92.578,0.408,1
Green Street,4kjbflfFCcNWkBGWvYBSxz,0.978,0.373,133125,0.191,0.944,7,0.0737,-24.099,0.0302,96.682,0.411,1
Uprising,4VqPOruhp5EdPBeR92t6lQ,0.000202,0.602,304840,0.905,0.064,2,0.117,-4.046,0.0775,128.019,0.411,1
Need You - Ed. & Gustav Munk Remix,4cLXtRF6cIFGcuid2OLyUU,0.00352,0.656,200880,0.723,0,7,0.345,-7.693,0.0366,125.005,0.412,1
Thank You for the Venom,0BpKPyXhWsTaWkgXeOd1Sn,0.00237,0.486,221093,0.977,0,7,0.298,-3.463,0.0603,103.501,0.413,1
Lorelei,1MwGbyzRmPXWABLIdW8tzG,0.000158,0.387,223573,0.669,0.423,0,0.166,-11.187,0.0395,90.995,0.414,1
Mykki,1Lq9ieTRd9TtXXBh5y63E6,0.336,0.665,250373,0.56,0.0857,7,0.327,-7.301,0.0667,98.015,0.414,1
Do Bad Well (feat. Nevve),7zHrHnVSQwI95FGHewXDl8,0.0512,0.604,204374,0.894,0.000315,5,0.234,-4.755,0.113,127.964,0.415,1
Viva La Vida,5S6pYZD8WH3OQapDHTDM9M,0.0941,0.485,242373,0.619,3.31E-06,5,0.109,-7.115,0.0289,138.017,0.416,1
Little Talks,2ihCaVdNZmnHZWt0fvAM7B,0.0206,0.457,266600,0.757,0,1,0.146,-5.177,0.032,102.961,0.417,1
Fly - King Britt's Fhloston Paradigm Remix,69VbrwGah98lR7iuXkrk7e,0.521,0.614,448426,0.498,0.855,10,0.136,-14.325,0.0466,120.003,0.418,1
Streets,265poZGWCyWo6h5tq7kiA6,0.000874,0.376,185358,0.771,8.98E-06,6,0.274,-5.8,0.0422,168.154,0.419,1
Handful Of Redemption,3ekjqtjoDwy5YLuGtKoXDO,0.00022,0.508,240253,0.947,0.0315,3,0.0784,-3.684,0.0531,163.731,0.419,1
Renee's Song,13iMiwdY7pgE1f7NwYKr1D,0.794,0.593,130545,0.229,0,9,0.167,-8.888,0.0307,117.823,0.42,1
Stupify,54cWVWqgyFukgDKQYmaKM3,0.00108,0.597,274000,0.939,9.77E-05,1,0.201,-3.001,0.0446,98,0.422,1
Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,0.061,0.574,208400,0.913,0.00158,6,0.156,-4.793,0.133,115.728,0.423,1
The Good in Goodbye (Alternate Version),4IUfRZY8k9MHRsStnjMTUb,0.59,0.709,249576,0.299,0.00292,0,0.111,-9.001,0.0297,112.984,0.423,1
Dreams Tonite,0DRvClQbN9znQ295sx76VC,0.0108,0.511,196026,0.622,4.51E-06,2,0.127,-5.727,0.0242,99.934,0.425,1
Bottom Of The Sea,5OTdNMpl1EPr3tOLyyRIc3,0.00681,0.775,242213,0.66,0.171,0,0.22,-7.929,0.0444,126.022,0.425,1
Points of Authority,04mlpyRplis2yvf18EwaeN,0.03,0.512,200240,0.97,0,8,0.0994,-3.886,0.212,94.952,0.427,1
Consequences,7sTtHHrD0zDpmzQzH3zegz,0.889,0.455,178466,0.292,0,0,0.106,-6.792,0.0563,84.339,0.43,1
Crystal Baller - 2006 Remaster,0uESMJnrEKYnZoRbNTvmpB,0.0142,0.379,255760,0.695,1.13E-05,0,0.196,-5.922,0.0705,193.672,0.432,1
No Woman,1CLmFKW99S8eJrebO3GB04,0.893,0.581,237973,0.4,0.576,2,0.161,-8.739,0.0291,112.331,0.433,1
Stay,0Uon5NsSAkBDx69XYOaQ5P,0.883,0.618,177152,0.37,0,10,0.123,-10.5,0.0543,114.26,0.433,1
Moulain (Revisited 432hz),0zNqfg3MpUGku4T6h2Pmab,0.972,0.424,143000,0.323,0.904,9,0.103,-27.586,0.0287,133.382,0.436,1
Pressure,7f2d3p6nzGFR6874f0E7E7,0.00885,0.708,135585,0.863,0.366,9,0.285,-4.001,0.0606,127.981,0.437,1
Worlds Collide - Edison Cole Remix,3JqpIjrQfmW68YkpxXWPL4,0.0149,0.631,192413,0.862,6.23E-05,8,0.103,-4.114,0.0515,145.01,0.438,1
Recording 15,1vNfYCzcCJz0FY7MVVA9lM,0.956,0.552,242000,0.126,0.0153,11,0.109,-18.014,0.0306,92.441,0.439,1
Little Lion Man,1QTixxvaGxwe6GF8PBwAve,0.0244,0.515,247000,0.496,7.24E-06,5,0.0895,-8.018,0.0275,138.61,0.442,1
Nobody,46SWSNRB3oAAOu21Apj22z,0.776,0.877,212460,0.178,0.0193,3,0.107,-13.987,0.102,74.997,0.442,1
A Boy Brushed Red Living In Black And White,47IWLfIKOKhFnz1FUEUIkE,0.00171,0.419,268000,0.932,0,1,0.137,-3.604,0.106,169.881,0.445,1
We Wait,3QeaXGKRvt8cfHdrfdk5pL,0.654,0.387,221662,0.577,0.127,1,0.163,-8.259,0.0353,149.048,0.447,1
Count That - R3HAB Edit,1J1wnDwBjkFvDVOxNOLVjY,0.0957,0.686,125161,0.955,0.00621,1,0.0809,-3.665,0.113,123.978,0.447,1
Car Underwater,4CilIy3dA3P9Tq2NFqKEOX,0.014,0.435,228706,0.774,0,2,0.127,-5.052,0.0631,147.466,0.448,1
If You Think It's Love,3iiL6merNpFNX1bny9sfvM,0.807,0.432,203946,0.34,0,5,0.0864,-7.977,0.0824,135.172,0.449,1
Ghostride,6mnYXjuK0CDzqem4eR5JGU,0.511,0.664,126120,0.352,0.806,2,0.109,-9.426,0.0278,87.054,0.45,1
pass you by,4NVwMupCTfITPXetR5aozp,0.892,0.51,245945,0.355,0,11,0.133,-6.883,0.0287,141.796,0.453,1
My Favourite Game,4LpOPF5RXZhS1GLzclhyaT,0.000156,0.594,220413,0.766,0.00345,5,0.086,-7.598,0.0327,143.482,0.453,1
Dark Side of the Gym,1OdpIb0nzhDcqwkiYp0O1u,0.726,0.642,290093,0.475,0.786,2,0.12,-11.404,0.0294,103.955,0.453,1
You Can't Rely on My Love,6Nl2wvFyKjiyPKrhE4Rth1,0.0534,0.686,188571,0.775,9.39E-06,11,0.44,-7.247,0.185,126.013,0.454,1
Holding On,48H6uWuBYeeZUiXwb5f69K,0.000442,0.421,261240,0.935,0.000212,8,0.1,-5.153,0.0697,165.02,0.455,1
A Place for My Head,5rAxhWcgFng3s570sGO2F8,0.0144,0.603,184640,0.908,0,11,0.671,-5.254,0.184,133.063,0.457,1
Out Of Control,2Uk3uky365BBGidUpOtKvw,0.00161,0.443,162106,0.973,0,4,0.353,-4.386,0.133,157.872,0.458,1
Wonderwall,79RUMZfMNMpqZnswovvTqv,0.00214,0.412,258906,0.844,0,2,0.134,-5.613,0.037,174.452,0.459,1
Bottom of a Bottle,1XZrMIHtCVJPqK29Mzm44G,0.00236,0.537,221826,0.847,1.16E-06,6,0.0844,-5.208,0.0383,106.055,0.459,1
Romance,7Ky78y9gxAKlujRin3vzZf,0.884,0.716,403469,0.644,0.617,9,0.138,-12.444,0.0718,121.053,0.464,1
Savior,3asFGFY3uLjMDmML1p0tYm,0.0015,0.339,242280,0.931,0.000142,5,0.425,-3.425,0.062,112.548,0.467,1
Voices,47H4oc7Zkihwae7ST7F4zp,0.000116,0.589,191960,0.983,0.00211,10,0.0628,-2.521,0.121,110.007,0.469,1
Secrets,3PGYOWmCia5R4iLRnGHwyf,0.762,0.743,215714,0.748,6.25E-05,0,0.0939,-4.822,0.0519,126.086,0.476,1
Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,0.652,0.388,303373,0.338,3.72E-06,10,0.248,-10.054,0.0328,177.784,0.477,1
Do It Again,5yzzy7Hevww3RDntQM5mG1,0.119,0.701,176129,0.95,0.00355,9,0.221,-3.026,0.0675,124.002,0.477,1
Without,4qguRyO5RJexa48AuRwkLZ,0.000357,0.523,209906,0.95,0,6,0.0944,-4.415,0.0467,99.231,0.479,1
"Lola - Live at Providence Civic Center, Providence, RI - September 1979",3JbE6e17yvNdPggjPDrCyO,0.153,0.488,287333,0.777,0.0312,9,0.825,-12.658,0.0894,81.437,0.481,1
Pain,59P1nrdEImkAKa1nyW9X2e,0.00387,0.523,330760,0.833,0.000339,7,0.0841,-4.374,0.0405,115.975,0.482,1
All These Things I Hate (Revolve Around Me),6hZkQjIQBY7HAj4nzLUvdx,0.0303,0.488,225440,0.879,0,6,0.288,-3.505,0.0514,94.003,0.483,1
She Kind of Looks Like You,6dZO9UMcM7c1YLDBpEHwED,0.632,0.9,204241,0.255,3.91E-05,6,0.0953,-12.664,0.221,94.978,0.483,1
White Lies,0BvlCuNiWLE78NiZCiUxM7,0.00797,0.336,208353,0.88,0,6,0.445,-5.675,0.0739,155.004,0.485,1
Wished,4wIBISN9EpHsQI90SbLhad,0.332,0.445,193074,0.536,0.0645,7,0.0576,-7.65,0.0261,172.15,0.486,1
i don't want to watch the world end with someone else,58qX77t2VWMWcycsh9zKLc,0.771,0.535,184505,0.359,0,2,0.111,-9.343,0.0607,154.163,0.488,1
Youth,1JDMO4EVPHtm0xXhJb2IjR,0.61,0.588,251626,0.477,0.00188,9,0.122,-12.71,0.0492,150.396,0.488,1
Under A Killing Moon,0XiivUyimrmkUyJkKiILPW,7.12E-06,0.414,161733,0.988,0.44,8,0.0709,-3.703,0.0786,184.995,0.489,1
Blackout,6yTnvHRhUuuaoxy4dHzLGo,0.00016,0.548,233266,0.864,0.00262,1,0.0354,-6.258,0.0557,95.569,0.5,1
Out of Control,13i7d4s5EkgOIDHdzM0R4w,0.0041,0.328,262253,0.799,6.29E-06,2,0.069,-5.992,0.0296,169.896,0.502,1
Bat Country,6irNz2hSXvd2QJG0vXyBFR,0.000248,0.541,311813,0.968,8.28E-06,0,0.423,-4.129,0.0396,125.04,0.505,1
White Lies - Guy Arthur Remix,1FoMWISq2KNqKappkrG5Yo,0.00428,0.656,210000,0.896,0.000137,9,0.192,-4.461,0.0936,128.026,0.506,1
We Are Your Friends - Justice Vs Simian,49ErwcBYfYRPNBdRuPvpYA,0.0104,0.615,262773,0.97,0.384,9,0.178,1.342,0.119,122.993,0.507,1
Virtual Insanity - Remastered,0dCr3qIupWh36ilLjRHi4P,0.13,0.651,228333,0.946,0,6,0.148,-4.717,0.101,91.911,0.508,1
Roses,6bUNEbXT7HovLW6BgPCBsb,0.0481,0.751,369573,0.708,1.83E-05,0,0.107,-5.645,0.0545,108.97,0.509,1
Click Click Boom,1LMVGL3030W3mGmRrd2hCm,0.00259,0.607,252400,0.935,0.000221,6,0.195,-2.918,0.0506,95.97,0.51,1
Same Direction,7p5HBV5kqLgw0vK0lQ7eXM,0.00492,0.401,195293,0.988,0,2,0.4,-3.308,0.0916,169.024,0.514,1
Friday I'm In Love,4QlzkaRHtU8gAdwqjWmO8n,0.00126,0.526,215160,0.763,6.75E-05,0,0.359,-12.663,0.0341,136.205,0.514,1
Still Waiting to Start,1yERtbTiF9fKGxaelyLJOA,0.639,0.615,183173,0.332,0,7,0.15,-10.161,0.0295,125.894,0.515,1
Game Time (feat. Ninja),229MM2St7SnW43nT8ADlG8,8.05E-05,0.534,156631,0.957,0.758,1,0.266,-4.025,0.0455,95.046,0.52,1
Pink Rupture,3L47u91Y7YIGPpLPBrulh0,0.00178,0.736,348907,0.356,0.704,4,0.0925,-8.676,0.0405,118.002,0.525,1
Never Be Lonely (feat. Envy Monroe),5vckEy9NZ6kirDU4UX4bVl,0.207,0.587,192000,0.85,0,11,0.64,-3.904,0.0654,127.914,0.528,1
Whiskey In The Jar,77gY3WsOnEsq9JOWgBmdLj,5.36E-06,0.511,304893,0.972,0.00101,10,0.19,-3.751,0.0413,132.97,0.532,1
Prelude in F,6CaQoqHFR0naK53v3jNGUT,0.968,0.461,109000,0.272,0.946,8,0.113,-24.315,0.0363,122.731,0.533,1
Flex,43p1IlKF0PBgwkqzS2EdCk,0.017,0.609,155546,0.912,0.0335,0,0.44,-3.823,0.0486,128,0.533,1
All or Nothing (feat. Axel Ehnström) - Deluxe Mix,15bAMg00o4VdWmQrlkbfG3,0.226,0.737,170458,0.816,0.453,4,0.621,-9.22,0.0411,124.014,0.533,1
"Honey, This Mirror Isn't Big Enough for the Two of Us",5gNVTfD1L6QrPgOf0wFo0q,0.000328,0.383,231096,0.946,1.13E-06,1,0.0537,-8.122,0.0789,108.591,0.534,1
Silhouette,4riNlzZh1Xd4xqbIWy7zfM,0.173,0.445,233546,0.469,0.000624,8,0.0998,-5.981,0.0291,178.052,0.535,1
Paperthin Hymn,6VSmHLLvYAAkzrYFT3LloU,0.00111,0.298,197480,0.597,0,5,0.0819,-12.107,0.0343,180.434,0.536,2
The Wall,0Qp1IH1EkRCNabfgzxNMUT,0.00953,0.682,159500,0.91,0.0673,11,0.0732,-2.314,0.0431,122.943,0.536,2
Faces,2G7cxwbFSMneFgTMdnvICw,3.44E-05,0.368,205706,0.967,3.44E-05,2,0.317,-3.464,0.0566,194.982,0.537,2
Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,0.00148,0.613,213800,0.953,0.000582,2,0.152,-3.435,0.0855,105.046,0.537,2
One Step Closer,61fUybL3XS40gcffnnNPoX,0.0014,0.492,157333,0.969,1.32E-06,9,0.0787,-4.419,0.0491,95.136,0.538,2
Love Is A Losing Game,4IMBnBRqm9RALmLrRqfMor,0.317,0.48,154160,0.561,0.00641,0,0.184,-5.874,0.027,164.791,0.541,2
Pass The Hours,4EVpdoFt3L6sAa4hivmWz9,0.179,0.778,223440,0.639,0.000934,6,0.322,-5.985,0.0292,119.977,0.543,2
"Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",534nbCFk48DR1UQt2XlxSx,0.995,0.517,82880,0.0145,0.884,0,0.0719,-42.018,0.0615,62.122,0.549,2
The Hardest Button To Button,5vVwPth7ccUHil5wsUG7ky,0.0097,0.692,212426,0.515,0.292,4,0.103,-8.488,0.0678,128.469,0.549,2
Body Rock,3wcaYUOKVSEbmmGB43YGqf,0.00919,0.627,158212,0.944,0.00311,5,0.444,-4.459,0.344,126.078,0.551,2
Coming Undone,261QAU5PAmYYv0KPr0vc49,0.000855,0.696,199773,0.677,0.000247,2,0.0646,-4.178,0.0554,150.125,0.551,2
Such Great Heights,7vcuTZAFyu0Z5dgMRLR0h0,0.808,0.61,251280,0.275,0.913,6,0.403,-10.644,0.028,94.088,0.552,2
The Hell Song,2iyriVrfEXWD7YRfPqub7l,0.000135,0.343,199493,0.956,0.00165,8,0.143,-5.073,0.0739,173.325,0.553,2
A La Plage,79NmiFAgcXUIVDGfCWDdWF,0.994,0.504,141888,0.0584,0.956,5,0.115,-20.461,0.0516,134.209,0.553,2
Emotions in Motion,4UmpEQtTlhBOxDPePaK8qR,0.199,0.651,256906,0.503,0.644,0,0.0781,-10.906,0.0323,133.044,0.558,2
